Time/Iteration, TempCalcIterTime(us), ColorCalcIterTime(us), TempCalcIterBest(us), ColorCalcIterBest(us), TempCalcIterWorst(us), ColorCalcIterWorst(us), TempCalcIterAvg(us), ColorCalcIterAvg(us)
49,909.100,2998.300,441.700,1651.600,1716.200,4462.600,959.110,3292.892
50,851.400,3513.200,441.700,1651.600,1716.200,4462.600,905.255,3403.046
51,910.300,3048.300,441.700,1651.600,1716.200,4462.600,907.778,3225.673
52,882.200,3092.400,441.700,1651.600,1716.200,4462.600,894.989,3159.036
53,811.100,3210.700,441.700,1651.600,1716.200,4462.600,853.044,3184.868
54,826.700,3172.500,441.700,1651.600,1716.200,4462.600,839.872,3178.684
55,948.800,3249.600,441.700,1651.600,1716.200,4462.600,894.336,3214.142
56,865.200,3073.800,441.700,1651.600,1716.200,4462.600,879.768,3143.971
57,796.800,3517.400,441.700,1651.600,1716.200,4462.600,838.284,3330.686
58,800.800,3364.800,441.700,1651.600,1716.200,4462.600,819.542,3347.743
59,900.300,2986.200,441.700,1651.600,1716.200,4462.600,859.921,3166.971
60,812.700,3272.700,441.700,1651.600,1716.200,4462.600,836.311,3219.836
61,834.400,3122.200,441.700,1651.600,1716.200,4462.600,835.355,3171.018
62,853.600,3347.400,441.700,1651.600,1716.200,4462.600,844.478,3259.209
63,901.200,3305.400,441.700,1651.600,1716.200,4462.600,872.839,3282.304
64,859.000,3018.400,441.700,1651.600,1716.200,4462.600,865.919,3150.352
65,804.000,3063.200,441.700,1651.600,1716.200,4462.600,834.960,3106.776
66,1290.400,3620.000,441.700,1651.600,1716.200,4462.600,1062.680,3363.388
67,1597.800,3229.300,441.700,1651.600,1716.200,4462.600,1330.240,3296.344
68,879.300,3105.900,441.700,1651.600,1716.200,4462.600,1104.770,3201.122
69,850.200,4360.400,441.700,1651.600,1716.200,4462.600,977.485,3780.761
70,908.600,3092.300,441.700,1651.600,1716.200,4462.600,943.042,3436.531
71,794.200,3022.100,441.700,1651.600,1716.200,4462.600,868.621,3229.315
72,796.200,3452.000,441.700,1651.600,1716.200,4462.600,832.411,3340.658
73,1451.100,3401.200,441.700,1651.600,1716.200,4462.600,1141.755,3370.929
74,860.600,2981.900,441.700,1651.600,1716.200,4462.600,1001.178,3176.414
75,919.300,3242.700,441.700,1651.600,1716.200,4462.600,960.239,3209.557
76,1298.200,4065.500,441.700,1651.600,1716.200,4462.600,1129.219,3637.529
77,861.700,3076.000,441.700,1651.600,1716.200,4462.600,995.460,3356.764
78,794.100,2999.600,441.700,1651.600,1716.200,4462.600,894.780,3178.182
79,1043.600,4196.100,441.700,1651.600,1716.200,4462.600,969.190,3687.141
80,1036.700,3146.400,441.700,1651.600,1716.200,4462.600,1002.945,3416.771
81,832.000,2933.400,441.700,1651.600,1716.200,4462.600,917.472,3175.085
82,820.100,3001.800,441.700,1651.600,1716.200,4462.600,868.786,3088.443
83,1342.900,3112.600,441.700,1651.600,1716.200,4462.600,1105.843,3100.521
84,922.200,3048.900,441.700,1651.600,1716.200,4462.600,1014.022,3074.711
85,818.300,3155.900,441.700,1651.600,1716.200,4462.600,916.161,3115.305
86,777.300,3925.000,441.700,1651.600,1716.200,4462.600,846.730,3520.153
87,893.600,3056.200,441.700,1651.600,1716.200,4462.600,870.165,3288.176
88,1045.600,2907.300,441.700,1651.600,1716.200,4462.600,957.883,3097.738
89,801.200,3151.500,441.700,1651.600,1716.200,4462.600,879.541,3124.619
90,1348.300,3397.600,441.700,1651.600,1716.200,4462.600,1113.921,3261.110
91,814.300,2928.100,441.700,1651.600,1716.200,4462.600,964.110,3094.605
92,822.300,2957.400,441.700,1651.600,1716.200,4462.600,893.205,3026.002
93,856.700,3524.300,441.700,1651.600,1716.200,4462.600,874.953,3275.151
94,910.800,3525.900,441.700,1651.600,1716.200,4462.600,892.876,3400.526
95,845.600,2933.800,441.700,1651.600,1716.200,4462.600,869.238,3167.163
96,821.300,3142.700,441.700,1651.600,1716.200,4462.600,845.269,3154.931
97,920.300,4158.300,441.700,1651.600,1716.200,4462.600,882.785,3656.616
98,1129.800,3110.700,441.700,1651.600,1716.200,4462.600,1006.292,3383.658
99,833.700,3062.700,441.700,1651.600,1716.200,4462.600,919.996,3223.179
100,901.300,3598.700,441.700,1651.600,1716.200,4462.600,910.648,3410.939
